tap_bus,z_bus,area,zone,circuit,type,R,X,B,Line_Q1,Line_Q2,Line_Q3,control_bus,side,transformer_final_turns_ratio,transformer_final_angle,Min_tap,Max_tap,step_size,Min_volt,Max_volt,M_P_TLPF,M_Q_TLPF,M_P_TLPF_reversed,M_Q_TLPF_reversed,limit
62,63,莆田.墩南线,1,1,0,0.023061,0.092245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.030000,0.000000,0.000000,0.000000
62,64,莆田.后墩线,1,1,0,0.004286,0.017143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.000000,-0.430000,6.470000,0.150000,0.000000
65,1,莆田.坪东线,1,1,0,0.006465,0.029452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.500000,0.570000,-2.500000,-0.570000,0.000000
66,67,莆田.官秋线,1,1,0,0.011267,0.047259,0.000050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.100000,0.090000,-26.100000,-0.640000,0.000000
47,60,莆田.厚彩线,1,1,0,0.000578,0.005582,0.000064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.459999,-2.460000,-55.169998,-1.340000,0.000000
41,55,莆田.惠宅线,1,1,0,0.000189,0.000945,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,3.100000,57.299999,0.800000,0.000000
38,41,莆田.渭梧Ⅰ路,1,1,0,0.000458,0.001834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
38,41,莆田.渭梧Ⅱ路,1,1,0,0.000510,0.002042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000
55,41,莆田.宅耕线,1,1,0,0.000019,0.000189,0.000132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.200000,0.500000,-0.000000,1.700000,0.000000
16,41,莆田.盖长线,1,1,0,0.008204,0.050567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.410000,-16.920000,-0.500000,13.900000,0.000000
68,34,莆田.石月线,1,1,0,0.006545,0.026179,0.000028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.410000,0.000000,0.000000,0.000000
1,69,莆田.东中线,1,1,0,0.000100,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.220000,-0.600000,0.000000,0.000000,0.000000
70,51,莆田.田湄Ⅰ路,1,1,0,0.003911,0.015645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-3.740000,0.000000,4.000000,-5.300000,0.000000
9,71,莆田.盖塘线,1,1,0,0.003844,0.015377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,27.100000,4.460000,-27.020000,-4.790000,0.000000
15,72,莆田.莆象Ⅰ路,1,1,0,0.002321,0.014809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.180000,-0.000000,-12.070000,0.000000,0.000000
15,72,莆田.莆象Ⅱ路,1,1,0,0.002304,0.014762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.660000,2.620000,-12.230000,0.000000,0.000000
73,74,莆田.坂鲤线,1,1,0,0.000756,0.003781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.690000,-0.890000,-15.910000,-1.450000,0.000000
73,75,莆田.坂大线,1,1,0,0.000756,0.003781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.410000,2.970000,-9.770000,-3.690000,0.000000
9,76,莆田.盖大线,1,1,0,0.000756,0.003781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.760000,3.750000,-12.040000,-5.390000,0.000000
4,77,莆田.东进变/#1主变变压器_h,1,1,1,0.003592,0.113006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.180000,7.240000,0.000000,0.000000,0.000000
1,77,莆田.东进变/#1主变变压器_m,1,1,1,0.000057,-0.005482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.052174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-25.730000,-3.220000,0.000000,0.000000,0.000000
78,77,莆田.东进变/#1主变变压器_l,1,1,1,0.002268,0.052665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.770000,-3.450000,0.000000,0.000000,0.000000
3,79,莆田.笏石变/#1主变变压器_h,1,1,1,0.001815,0.133422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.510000,4.820000,0.000000,0.000000,0.000000
80,79,莆田.笏石变/#1主变变压器_m,1,1,1,0.000926,-0.012250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.052174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.370001,-4.960000,0.000000,0.000000,0.000000
81,79,莆田.笏石变/#1主变变压器_l,1,1,1,0.001456,0.079338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.830000,0.810000,0.000000,0.000000,0.000000
3,82,莆田.笏石变/#2主变变压器_h,1,1,1,0.002193,0.129754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.380000,6.160000,0.000000,0.000000,0.000000
83,82,莆田.笏石变/#2主变变压器_m,1,1,1,0.000851,-0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.052174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.910000,-2.950000,0.000000,0.000000,0.000000
84,82,莆田.笏石变/#2主变变压器_l,1,1,1,0.002628,0.073289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.150000,-4.590000,0.000000,0.000000,0.000000
20,85,莆田.涵江变/#1主变变压器_h,1,1,1,0.001834,0.055463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,65.660004,15.540000,0.000000,0.000000,0.000000
5,85,莆田.涵江变/#1主变变压器_m,1,1,1,0.000032,-0.003251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.052174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-47.840000,-7.770000,0.000000,0.000000,0.000000
86,85,莆田.涵江变/#1主变变压器_l,1,1,1,0.001531,0.040019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-17.969999,-4.140000,0.000000,0.000000,0.000000
20,87,莆田.涵江变/#2主变变压器_h,1,1,1,0.001834,0.053611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,64.720001,16.350000,0.000000,0.000000,0.000000
88,87,莆田.涵江变/#2主变变压器_m,1,1,1,0.000032,-0.003214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.052174,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-49.310001,-8.980000,0.000000,0.000000,0.000000
89,87,莆田.涵江变/#2主变变压器_l,1,1,1,0.001531,0.043535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-14.990000,-3.780000,0.000000,0.000000,0.000000
16,90,莆田.盖尾变/#2主变变压器_h,1,1,1,0.000926,0.088393,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.160004,9.980000,0.000000,0.000000,0.000000
91,90,莆田.盖尾变/#2主变变压器_m,1,1,1,0.000832,-0.007051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-66.459999,-7.300000,0.000000,0.000000,0.000000
92,90,莆田.盖尾变/#2主变变压器_l,1,1,1,0.001229,0.052325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.600000,2.310000,0.000000,0.000000,0.000000
16,93,莆田.盖尾变/#1主变变压器_h,1,1,1,0.000964,0.082760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.639999,9.310000,0.000000,0.000000,0.000000
9,93,莆田.盖尾变/#1主变变压器_m,1,1,1,0.000756,-0.005255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-69.339996,0.000000,0.000000,0.000000,0.000000
94,93,莆田.盖尾变/#1主变变压器_l,1,1,1,0.000907,0.059868,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.340000,-1.700000,0.000000,0.000000,0.000000
21,95,莆田.新度变/#1主变变压器_h,1,1,1,0.000983,0.075614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.610001,6.830000,0.000000,0.000000,0.000000
23,95,莆田.新度变/#1主变变压器_m,1,1,1,0.000605,-0.006030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.290001,-2.010000,0.000000,0.000000,0.000000
96,95,莆田.新度变/#1主变变压器_l,1,1,1,0.001172,0.052439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-24.809999,-0.580000,0.000000,0.000000,0.000000
21,97,莆田.新度变/#2主变变压器_h,1,1,1,0.000964,0.074877,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,59.610001,7.370000,0.000000,0.000000,0.000000
98,97,莆田.新度变/#2主变变压器_m,1,1,1,0.000643,-0.006200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-40.189999,-2.410000,0.000000,0.000000,0.000000
99,97,莆田.新度变/#2主变变压器_l,1,1,1,0.001153,0.052193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-19.360001,-0.550000,0.000000,0.000000,0.000000
28,100,莆田.上庄变/#1主变变压器_h,1,1,1,0.001078,0.082136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.849998,15.410000,0.000000,0.000000,0.000000
26,100,莆田.上庄变/#1主变变压器_m,1,1,1,0.000851,-0.006578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.939999,-13.130000,0.000000,0.000000,0.000000
101,100,莆田.上庄变/#1主变变压器_l,1,1,1,0.001229,0.054688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.970000,-1.430000,0.000000,0.000000,0.000000
33,102,莆田.栖梧变/#1主变变压器_h,1,1,1,0.001021,0.082590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16.209999,0.000000,0.000000,0.000000,0.000000
34,102,莆田.栖梧变/#1主变变压器_m,1,1,1,0.000870,-0.006578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-10.610000,2.790000,0.000000,0.000000,0.000000
103,102,莆田.栖梧变/#1主变变压器_l,1,1,1,0.001229,0.049471,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-5.700000,-1.850000,0.000000,0.000000,0.000000
28,104,莆田.上庄变/#2主变变压器_h,1,1,1,0.001078,0.085274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-34.180000,13.130000,0.000000,0.000000,0.000000
105,104,莆田.上庄变/#2主变变压器_m,1,1,1,0.001267,-0.005728,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,33.860001,-12.600000,0.000000,0.000000,0.000000
106,104,莆田.上庄变/#2主变变压器_l,1,1,1,0.001002,0.056824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,107,莆田.秋芦风电场/#1主变变压器,1,1,1,0.005671,0.188582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.160000,0.130000,13.160000,0.110000,0.000000
66,108,莆田.秋芦风电场/#2主变变压器,1,1,1,0.005671,0.188582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.012500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-12.350000,-0.400000,12.300000,0.690000,0.000000
46,109,莆田.官庄风电场/#1主变变压器_h,1,1,1,0.000775,0.083648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.987500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-40.200001,1.790000,0.000000,0.000000,0.000000
67,109,莆田.官庄风电场/#1主变变压器_m,1,1,1,0.000775,-0.006408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.320000,0.610000,0.000000,0.000000,0.000000
110,109,莆田.官庄风电场/#1主变变压器_l,1,1,1,0.001002,0.055803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.130000,-0.900000,0.000000,0.000000,0.000000
47,111,莆田.厚峰变/#1主变变压器_h,1,1,1,0.000926,0.071210,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.700001,10.370000,0.000000,0.000000,0.000000
44,111,莆田.厚峰变/#1主变变压器_m,1,1,1,0.000756,-0.005803,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-52.410000,-6.200000,0.000000,0.000000,0.000000
112,111,莆田.厚峰变/#1主变变压器_l,1,1,1,0.001191,0.051342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-4.160000,-1.690000,0.000000,0.000000,0.000000
53,113,莆田.忠田变/#2主变变压器_h,1,1,1,0.001153,0.072514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.800000,-4.200000,0.000000,0.000000,0.000000
51,113,莆田.忠田变/#2主变变压器_m,1,1,1,0.000208,-0.000132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.800000,4.700000,0.000000,0.000000,0.000000
114,113,莆田.忠田变/#2主变变压器_l,1,1,1,0.004556,0.187183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.200000,-0.400000,0.000000,0.000000,0.000000
55,115,莆田.林宅变/#1主变变压器_h,1,1,1,0.001285,0.079357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.004348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.299999,12.000000,0.000000,0.000000,0.000000
56,115,莆田.林宅变/#1主变变压器_m,1,1,1,0.000208,-0.000189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-45.099998,-18.700001,0.000000,0.000000,0.000000
116,115,莆田.林宅变/#1主变变压器_l,1,1,1,0.005028,0.204537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-14.600000,10.400000,0.000000,0.000000,0.000000
61,62,莆田.南日岛海上风电厂/#1主变变压器,1,1,1,0.000100,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-38.230000,14.090000,38.340000,-11.940000,0.000000
61,117,莆田.南日岛海上风电厂/#2主变变压器,1,1,1,0.000100,0.001000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,118,莆田.220kV华彩/#2主变变压器,1,1,1,0.003800,0.236824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.540000,2.950000,-13.160000,-2.560000,0.000000
60,119,莆田.220kV华彩/#1主变变压器,1,1,1,0.003705,0.235747,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.992391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.650000,2.680000,-10.600000,-2.380000,0.000000
72,120,莆田.象坂变/#1主变变压器_h,1,1,1,0.000769,0.079000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.016304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.020000,2.870000,0.000000,0.000000,0.000000
73,120,莆田.象坂变/#1主变变压器_m,1,1,1,0.006084,-0.002223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-26.020000,-2.110000,0.000000,0.000000,0.000000
121,120,莆田.象坂变/#1主变变压器_l,1,1,1,0.000230,0.212333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.150000,-0.210000,0.000000,0.000000,0.000000
